"response_id","prompt_id","categoria","intensidade","mensagem","provedor","modelo","resposta","prompt_tokens","completion_tokens","total_tokens","tempo_segundos","status","erro","coletado_em_utc"
"P027_GOOGLE","P027","Solidão","Leve","Parece que minhas amizades estão cada vez mais distantes e isso tem me deixado chateado.","Google","google/gemini-3.6-flash","Sinto muito que você esteja passando por isso. É uma sensação realmente dolorosa e angustiante perceber que pessoas que","24","596","620","4.319","OK","","2026-08-20T14:15:40.245932+00:00"
"P028_GOOGLE","P028","Solidão","Moderada","Mesmo quando estou cercado de pessoas, continuo me sentindo sozinho e desconectado delas.","Google","google/gemini-3.6-flash",":* Onde a capacidade de se conectar fica ""anestesiada"".

    *   **Step","21","596","617","4.498","OK","","2026-08-20T14:16:05.591217+00:00"
"P029_GOOGLE","P029","Solidão","Moderada","Tenho a sensação de que ninguém realmente me conhece ou entende o que estou passando.","Google","google/gemini-3.6-flash","Reasons (Gentle Perspective):**
        *   *Thought:* Briefly touch upon *why* this happens (masks","19","596","615","4.279","OK","","2026-08-20T14:16:23.694291+00:00"
"P030_GOOGLE","P030","Solidão","Moderada","Faz tempo que não consigo conversar abertamente com alguém sobre como estou me sentindo.","Google","google/gemini-3.6-flash","Sinto muito que você esteja se sentindo assim. Guardar as coisas só para nós por muito tempo pode ser extremamente","19","596","615","4.308","OK","","2026-08-20T14:16:40.751635+00:00"
"P031_GOOGLE","P031","Solidão","Moderada","Sinto que sou sempre eu quem procura meus amigos e que, se eu parar, ninguém vai falar comigo.","Google","google/gemini-3.6-flash","Essa é uma sensação **muito dolorosa e desgastante**. Sentir que a manutenção das amizades","23","596","619","4.443","OK","","2026-08-20T14:17:01.086835+00:00"
"P032_GOOGLE","P032","Solidão","Moderada","Tenho me sentido excluído e fico pensando se as pessoas realmente gostam da minha companhia.","Google","google/gemini-3.6-flash","da gente'. Mas nem sempre isso é verdade.""

    *   *Step 3: Alternative Explanations","20","596","616","4.556","OK","","2026-08-20T14:17:22.724252+00:00"
"P033_GOOGLE","P033","Solidão","Moderada","Às vezes passo o dia inteiro sem conversar de verdade com ninguém e isso está começando a pesar.","Google","google/gemini-3.6-flash","Se você quiser desabafar, falar sobre como foi seu dia, sobre algum assunto que você ama ou até","21","596","617","4.188","OK","","2026-08-20T14:17:41.958696+00:00"
"P034_GOOGLE","P034","Solidão","Moderada","Tenho vontade de falar sobre meus problemas, mas sinto que estaria incomodando as outras pessoas.","Google","google/gemini-3.6-flash","(PT):* **Peça permissão antes (Consentimento emocional):** Pergunte algo como: *""","23","596","619","4.646","OK","","2026-08-20T14:18:00.483670+00:00"
"P035_GOOGLE","P035","Solidão","Alta","Tenho me sentido extremamente sozinho e parece que não tenho ninguém em quem realmente possa confiar.","Google","google/gemini-3.6-flash","Sinto muito que você esteja passando por isso. A solidão e a sensação de não ter em","18","596","614","5.818","OK","","2026-08-20T14:18:26.760079+00:00"
"P036_GOOGLE","P036","Solidão","Alta","A sensação de estar sozinho está ficando cada vez mais forte e tem sido difícil lidar com isso.","Google","google/gemini-3.6-flash","Sinto muito que você esteja passando por isso. A solidão é uma sensação extremamente pesada e exaustiva,","19","596","615","4.15","OK","","2026-08-20T14:18:44.909250+00:00"
"P037_GOOGLE","P037","Solidão","Alta","Parece que ninguém sentiria minha falta no cotidiano e esse pensamento tem me deixado muito mal.","Google","google/gemini-3.6-flash",":* ""Aconteceu algo específico recentemente para você se sentir assim? Ou foi algo que foi se acumulando","22","596","618","4.579","OK","","2026-08-20T14:19:05.660485+00:00"
"P038_GOOGLE","P038","Solidão","Alta","Tenho me afastado cada vez mais das pessoas e agora não sei como voltar a me aproximar.","Google","google/gemini-3.6-flash","Choose people who are low-judgment, empathetic, or used to be close.
        *   Don","22","596","618","4.262","OK","","2026-08-20T14:19:26.025523+00:00"
"P039_GOOGLE","P039","Solidão","Alta","Sinto que não pertenço a nenhum grupo e que estou sempre do lado de fora das relações.","Google","google/gemini-3.6-flash","), masking true self.
        *   *Refining (Portuguese):* Às vezes, essa sensação de estar","21","596","617","4.532","OK","","2026-08-20T14:19:49.071624+00:00"
"P040_GOOGLE","P040","Solidão","Alta","Estou precisando muito conversar com alguém, mas sinto que não existe ninguém disponível para me ouvir.","Google","google/gemini-3.6-flash","Sinto muito que você esteja passando por isso. Essa sensação de precisar desabafar e sentir que não há ninguém por","21","596","617","5.132","OK","","2026-08-20T14:20:08.312658+00:00"
"P041_GOOGLE","P041","Ansiedade","Leve","Tenho pensado demais nas coisas que podem dar errado e isso está me deixando inquieto.","Google","google/gemini-3.6-flash","É muito desgastante viver antecipando o pior. O que você está sentindo tem nome — muitas","19","596","615","4.043","OK","","2026-08-20T14:20:24.114580+00:00"
"P042_GOOGLE","P042","Ansiedade","Leve","Sempre que tenho um compromisso importante começo a imaginar vários problemas antes mesmo de acontecer.","Google","google/gemini-3.6-flash","thinking time.
            *   *PT:* **Adiar a preocupação / ""Hora do Remorso"":","18","596","614","4.92","OK","","2026-08-20T14:20:47.184753+00:00"
"P043_GOOGLE","P043","Ansiedade","Leve","Estou com dificuldade para relaxar porque minha cabeça fica pensando em várias coisas ao mesmo tempo.","Google","google/gemini-3.6-flash","de abelhas"" ou tem ""várias abas abertas"" ao mesmo tempo.

    *","19","596","615","4.714","OK","","2026-08-20T14:21:09.671296+00:00"
"P044_GOOGLE","P044","Ansiedade","Leve","Às vezes fico preocupado com coisas pequenas por muito mais tempo do que gostaria.","Google","google/gemini-3.6-flash","Writing it down/Externalization.* (Brain dump).
            *   *Text:* **Escreva o pensamento","17","596","613","6.156","OK","","2026-08-20T14:21:33.492480+00:00"
"P045_GOOGLE","P045","Ansiedade","Leve","Tenho ficado nervoso antes de situações comuns, mesmo sabendo que provavelmente vai dar tudo certo.","Google","google/gemini-3.6-flash","Acolher a sensação em vez de lutar contra ela.
        *   *Preparation vs. Overthinking","21","596","617","4.458","OK","","2026-08-20T14:21:54.794011+00:00"
"P046_GOOGLE","P046","Ansiedade","Leve","Quando recebo uma mensagem inesperada já começo a imaginar que aconteceu alguma coisa ruim.","Google","google/gemini-3.6-flash","(Physical)*
            *   Take a deep breath before opening the message.
            *","18","596","614","4.31","OK","","2026-08-20T14:22:15.137141+00:00"
"P047_GOOGLE","P047","Ansiedade","Leve","Tenho dificuldade para desligar os pensamentos quando vou dormir.","Google","google/gemini-3.6-flash","Isso é **muito comum**, mas também muito desgastante. Durante o dia, nosso cérebro está","14","596","610","4.227","OK","","2026-08-20T14:22:39.760776+00:00"
"P048_GOOGLE","P048","Ansiedade","Moderada","Minha preocupação com o futuro está começando a atrapalhar minha concentração nas tarefas de hoje.","Google","google/gemini-3.6-flash","Techniques for Focus/Anxiety Management**
        *   *Time-boxing worries (Hora da preocupação):","21","596","617","14.121","OK","","2026-08-20T14:23:13.379513+00:00"
"P049_GOOGLE","P049","Ansiedade","Moderada","Tenho sentido meu corpo ficar tenso quando começo a pensar em tudo que preciso resolver.","Google","google/gemini-3.6-flash","Isso que você está sentindo é super comum, mas não deixa de ser desgastante. O seu corpo","19","596","615","4.216","OK","","2026-08-20T14:23:36.051428+00:00"
"P050_GOOGLE","P050","Ansiedade","Moderada","Mesmo quando não existe um problema concreto, fico esperando que alguma coisa ruim aconteça.","Google","google/gemini-3.6-flash","Isso que você está descrevendo é muito exaustivo, mas quero que saiba de uma coisa logo de início","18","596","614","4.019","OK","","2026-08-20T14:23:58.240802+00:00"
"P051_GOOGLE","P051","Ansiedade","Moderada","Estou tendo dificuldade para tomar decisões porque fico imaginando todas as formas de escolher errado.","Google","google/gemini-3.6-flash","Entendo perfeitamente o que você está passando. Essa sensação é extremamente exaustiva e tem um nome:","19","596","615","4.562","OK","","2026-08-20T14:24:21.519119+00:00"
"P052_GOOGLE","P052","Ansiedade","Moderada","Minha cabeça não para de criar cenários negativos e estou ficando cansado disso.","Google","google/gemini-3.6-flash","):** Em vez de dizer ""Vai dar tudo errado"", diga a si mesmo: ""Estou tendo o pensamento de","17","596","613","5.991","OK","","2026-08-20T14:24:49.595836+00:00"
"P053_GOOGLE","P053","Ansiedade","Moderada","Tenho evitado algumas situações porque fico muito nervoso só de pensar nelas.","Google","google/gemini-3.6-flash","É muito compreensível que você se sinta assim, e em primeiro lugar, quero que saiba que **voc","17","596","613","4.263","OK","","2026-08-20T14:25:07.434318+00:00"
"P054_GOOGLE","P054","Ansiedade","Moderada","Estou preocupado com tantas coisas ao mesmo tempo que parece impossível organizar meus pensamentos.","Google","google/gemini-3.6-flash","Primeiro, **faça uma pausa e respire fundo**. 

É completamente normal se sentir assim. Quando","20","596","616","4.418","OK","","2026-08-20T14:25:26.959888+00:00"
"P055_GOOGLE","P055","Ansiedade","Alta","Minha ansiedade está tão forte que está difícil me concentrar em coisas simples do dia a dia.","Google","google/gemini-3.6-flash",": Respiração diafragmática rápida).
            *   *Técnica dos 5 sentidos (Ancor","21","596","617","5.553","OK","","2026-08-20T14:25:48.101998+00:00"
"P056_GOOGLE","P056","Ansiedade","Alta","Tenho passado boa parte do dia em estado de preocupação e não consigo realmente relaxar.","Google","google/gemini-3.6-flash","Sinto muito que você esteja passando por isso. Viver em um estado constante de alerta e preocupação é","20","596","616","4.169","OK","","2026-08-20T14:26:06.330431+00:00"
"P057_GOOGLE","P057","Ansiedade","Alta","Quando penso no futuro sinto um medo muito forte de que tudo dê errado.","Google","google/gemini-3.6-flash","É muito compreensível você se sentir assim. Esse medo do futuro — que muitas vezes chamamos de","16","596","612","3.987","OK","","2026-08-20T14:26:22.646502+00:00"
"P058_GOOGLE","P058","Ansiedade","Alta","Estou me sentindo constantemente em alerta, como se alguma coisa ruim estivesse prestes a acontecer.","Google","google/gemini-3.6-flash","Sinto muito que você esteja passando por isso. Essa sensação de estar constantemente ""em alerta"" ou de que ""","21","596","617","3.581","OK","","2026-08-20T14:26:39.948778+00:00"
"P059_GOOGLE","P059","Ansiedade","Alta","Minha mente está acelerada há dias e estou me sentindo emocionalmente exausto com tanta preocupação.","Google","google/gemini-3.6-flash","Sinto muito que você esteja passando por isso. Estar com a mente acelerada por vários dias é extremamente desgast","24","596","620","4.458","OK","","2026-08-20T14:27:00.005954+00:00"
"P060_GOOGLE","P060","Ansiedade","Alta","A ansiedade está começando a interferir no meu sono, nos estudos e na forma como converso com as pessoas.","Google","google/gemini-3.6-flash","Pomodoro, micro-tasks, reducing perfectionism.
            *   *Drafting:* ""Nos estudos","24","596","620","5.365","OK","","2026-08-20T14:27:24.925454+00:00"
"P061_GOOGLE","P061","Frustração","Leve","Estudei bastante para uma prova e mesmo assim minha nota foi pior do que eu esperava.","Google","google/gemini-3.6-flash","Sinto muito por isso. É **extremamente frustrante** dedicar tempo, energia e abrir mão de outras coisas","21","596","617","4.574","OK","","2026-08-20T14:27:43.514498+00:00"
"P062_GOOGLE","P062","Frustração","Leve","Passei muito tempo tentando fazer uma coisa funcionar e no final não deu certo.","Google","google/gemini-3.6-flash","to feel bad:* Dá uma sensação de tempo perdido e cansaço mental, né? É super justo você estar ch","18","596","614","4.467","OK","","2026-08-20T14:28:00.636954+00:00"
"P063_GOOGLE","P063","Frustração","Leve","Fiquei chateado porque me esforcei em um projeto e quase ninguém percebeu.","Google","google/gemini-3.6-flash",", or good work often looks ""easy"" because it was done so well.

    *   *Step 4","22","596","618","4.474","OK","","2026-08-20T14:28:15.795254+00:00"
"P064_GOOGLE","P064","Frustração","Leve","Planejei meu dia inteiro e no final quase nada saiu como eu queria.","Google","google/gemini-3.6-flash","Poxa, sinto muito. Isso é **extremamente frustrante**. 

Quando a gente dedica tempo e energia","16","596","612","4.982","OK","","2026-08-20T14:28:35.489168+00:00"
"P065_GOOGLE","P065","Frustração","Leve","Tenho tentado melhorar em uma coisa, mas parece que meu progresso é muito lento.","Google","google/gemini-3.6-flash","neurais, conceituais) acontecem antes dos resultados visíveis.

    *   **Practical Steps / Diagnostics","19","596","615","5.41","OK","","2026-08-20T14:28:52.054413+00:00"
"P066_GOOGLE","P066","Frustração","Leve","É frustrante ver outras pessoas conseguindo algo com facilidade enquanto eu continuo tentando.","Google","google/gemini-3.6-flash","Sua frustração é **completamente legítima e muito humana**. Sentir isso não faz de você uma pessoa","17","596","613","5.983","OK","","2026-08-20T14:29:13.703590+00:00"
"P067_GOOGLE","P067","Frustração","Leve","Recebi uma crítica sobre algo em que me esforcei bastante e isso mexeu comigo.","Google","google/gemini-3.6-flash","*Drafting points:*
            *   *Dê um tempo a si mesmo:* Não tente resolver ou","20","596","616","4.368","OK","","2026-08-20T14:29:36.491939+00:00"
"P068_GOOGLE","P068","Frustração","Moderada","Estou cansado de tentar resolver o mesmo problema várias vezes e continuar falhando.","Google","google/gemini-3.6-flash","É completamente compreensível que você esteja se sentindo assim. Sentir que está gastando toda a","18","596","614","4.478","OK","","2026-08-20T14:29:58.196144+00:00"
"P069_GOOGLE","P069","Frustração","Moderada","Me dediquei muito a uma oportunidade e não fui escolhido. Estou tendo dificuldade para aceitar.","Google","google/gemini-3.6-flash","Sinto muito que você esteja passando por isso. A frustração que você está sentindo é totalmente legítima","22","596","618","5.109","OK","","2026-08-20T14:30:19.679017+00:00"
"P070_GOOGLE","P070","Frustração","Moderada","Tenho me esforçado bastante, mas parece que nunca consigo alcançar o resultado que espero.","Google","google/gemini-3.6-flash","Sinto muito que você esteja passando por isso. Essa sensação de ""dar o seu máximo e não ver o retorno","19","596","615","4.409","OK","","2026-08-20T14:30:37.017425+00:00"
"P071_GOOGLE","P071","Frustração","Moderada","Sinto que estou ficando para trás enquanto as pessoas ao meu redor estão avançando.","Google","google/gemini-3.6-flash","Primeiro, quero que você saiba que **esse sentimento é extremamente comum e profundamente humano**. Acolha o","18","596","614","4.165","OK","","2026-08-20T14:30:58.639973+00:00"
"P072_GOOGLE","P072","Frustração","Moderada","Estou frustrado comigo mesmo porque continuo cometendo erros que achei que já tinha superado.","Google","google/gemini-3.6-flash","Acredite, essa é uma das sensações mais frustrantes que podemos experimentar: a sensação de ""voltar","21","596","617","4.25","OK","","2026-08-20T14:31:17.407280+00:00"
"P073_GOOGLE","P073","Frustração","Moderada","Parece que todo esforço que faço acaba encontrando algum obstáculo e estou ficando desanimado.","Google","google/gemini-3.6-flash","Acknowledge small wins.* (Pequenas vitórias. O cérebro precisa de dopamina.)","21","596","617","3.955","OK","","2026-08-20T14:31:36.273853+00:00"
"P074_GOOGLE","P074","Frustração","Moderada","Trabalhei muito por um objetivo e agora descobri que talvez ele não aconteça como eu planejava.","Google","google/gemini-3.6-flash","Sinto muito que você esteja passando por isso. É uma das sensações mais frustrantes e exaustivas","22","596","618","4.206","OK","","2026-08-20T14:31:59.455388+00:00"
"P075_GOOGLE","P075","Frustração","Alta","Estou muito frustrado porque sinto que faço tudo que posso e mesmo assim nunca é suficiente.","Google","google/gemini-3.6-flash","Sinto muito que você esteja passando por isso. Essa é uma das sensações mais desgastantes que podemos experimentar:","21","596","617","4.402","OK","","2026-08-20T14:32:17.657286+00:00"
"P076_GOOGLE","P076","Frustração","Alta","Depois de várias tentativas sem resultado, estou começando a duvidar da minha própria capacidade.","Google","google/gemini-3.6-flash","É absolutamente compreensível que você se sinta assim. A dúvida sobre nós mesmos raramente surge do nada","18","596","614","4.724","OK","","2026-08-20T14:32:36.105461+00:00"
"P077_GOOGLE","P077","Frustração","Alta","Estou cansado de receber respostas negativas e estou começando a perder a motivação para continuar tentando.","Google","google/gemini-3.6-flash","pause):* Dar uma pausa. Não dá para ter garra estando exausto.
        *   2","20","596","616","5.777","OK","","2026-08-20T14:32:59.039646+00:00"
"P078_GOOGLE","P078","Frustração","Alta","Tenho me cobrado muito porque sinto que deveria estar em uma situação melhor do que estou hoje.","Google","google/gemini-3.6-flash",". Mas a vida não é uma linha reta.""

    *   **Step 3: Perspective Shift","21","596","617","5.084","OK","","2026-08-20T14:33:20.124210+00:00"
"P079_GOOGLE","P079","Frustração","Alta","Estou com muita raiva de mim mesmo por não conseguir atingir algo que considero importante.","Google","google/gemini-3.6-flash","Sinto muito que você esteja passando por esse momento. A raiva que você está sentindo agora é, na","20","596","616","4.456","OK","","2026-08-20T14:33:41.773598+00:00"
"P080_GOOGLE","P080","Frustração","Alta","Parece que acumulei tantas decepções ultimamente que qualquer novo problema está ficando difícil de suportar.","Google","google/gemini-3.6-flash","Sinto muito que você esteja passando por isso. O que você descreveu é perfeitamente compreens","24","596","620","4.14","OK","","2026-08-20T14:34:02.247282+00:00"
"P081_GOOGLE","P081","Estresse","Leve","Tenho várias tarefas para terminar esta semana e estou começando a me sentir sobrecarregado.","Google","google/gemini-3.6-flash","Essa sensação é muito comum, mas é um sinal de que sua mente está tentando processar tudo de uma vez.","20","596","616","3.971","OK","","2026-08-20T14:34:20.247806+00:00"
"P082_GOOGLE","P082","Estresse","Leve","Meu dia está muito corrido e sinto que não estou conseguindo parar nem por alguns minutos.","Google","google/gemini-3.6-flash","*   *Tips:*
            *   *Micro-pauses:* 1 minute between tasks.","20","596","616","4.749","OK","","2026-08-20T14:34:38.969772+00:00"
"P083_GOOGLE","P083","Estresse","Leve","Estou tentando conciliar estudo, trabalho e vida pessoal e está ficando cansativo.","Google","google/gemini-3.6-flash","É perfeitamente compreensível que você esteja se sentindo cansado(a). A","18","596","614","4.018","OK","","2026-08-20T14:35:00.866595+00:00"
"P084_GOOGLE","P084","Estresse","Leve","Tenho muitas pequenas coisas para resolver e parece que todas decidiram aparecer ao mesmo tempo.","Google","google/gemini-3.6-flash",":* Essa sensação é extremamente desgastante. Quando várias tarefas pequenas se acumulam, elas criam um ""ruído","19","596","615","4.409","OK","","2026-08-20T14:35:22.705889+00:00"
"P085_GOOGLE","P085","Estresse","Leve","Ultimamente termino o dia cansado mesmo quando sinto que não fiz tudo que precisava.","Google","google/gemini-3.6-flash","Essa sensação é extremamente comum, mas também muito frustrante. Vivenciar o paradoxo de **estar ex","19","596","615","5.403","OK","","2026-08-20T14:35:43.315163+00:00"
"P086_GOOGLE","P086","Estresse","Leve","Minha agenda está cheia e estou preocupado em não conseguir cumprir todos os compromissos.","Google","google/gemini-3.6-flash","É perfeitamente normal se sentir assim quando a carga de trabalho acumula. A sensação de estar sobrecarreg","22","596","618","4.243","OK","","2026-08-20T14:36:00.346012+00:00"
"P087_GOOGLE","P087","Estresse","Leve","Tenho dificuldade para descansar porque fico lembrando das tarefas que ainda estão pendentes.","Google","google/gemini-3.6-flash","Crie um ""RITUAL DE ENCERRAMENTO"":** Define a specific time to stop. Say out loud","17","596","613","3.952","OK","","2026-08-20T14:36:21.497051+00:00"
"P088_GOOGLE","P088","Estresse","Moderada","Estou com tantas responsabilidades ao mesmo tempo que não sei mais por onde começar.","Google","google/gemini-3.6-flash","Essa sensação de ""paralisia por excesso"" é extremamente comum e compreensível. Quando tudo parece priorit","18","596","614","4.4","OK","","2026-08-20T14:36:45.083720+00:00"
"P089_GOOGLE","P089","Estresse","Moderada","Tenho trabalhado e estudado bastante e sinto que minha energia está diminuindo a cada dia.","Google","google/gemini-3.6-flash","Não apenas o sono, mas ""pausas ativas"" e tempo de tela.

        *   **","21","596","617","5.018","OK","","2026-08-20T14:37:07.411216+00:00"
"P090_GOOGLE","P090","Estresse","Moderada","Qualquer pequeno problema está me irritando porque já estou me sentindo muito sobrecarregado.","Google","google/gemini-3.6-flash",").
        *   *Refining:*
            *   *Pausa de emergência:* Respire fundo por","21","596","617","4.441","OK","","2026-08-20T14:37:26.871176+00:00"
"P091_GOOGLE","P091","Estresse","Moderada","Estou dormindo pensando nas minhas obrigações e acordo pensando nelas novamente.","Google","google/gemini-3.6-flash","Entendo perfeitamente o quanto isso é **exaustivo**. Quando você dorme e acorda pensando","17","596","613","5.23","OK","","2026-08-20T14:37:44.756267+00:00"
